parameter_set_id,population_size,elite_size,crossover_segment,stop_iterations,stop_improvement,best_cost,average_cost,std_deviation,average_execution_time,success_rate,baseline_gap_best_percent,baseline_gap_average_percent
1,2861,0.03848909899576371,0.13605711795089528,169,0.0001,20708.0,22778.88,1265.5587804075585,49.5631576,1.0,482.9954954954955,541.2972972972973
2,2861,0.03848909899576371,0.13605711795089528,169,0.0001,20886.0,22898.16,1337.797807343596,49.8547772,1.0,488.0067567567568,544.6554054054053
3,2861,0.03848909899576371,0.13605711795089528,169,0.0001,20356.0,22814.72,1226.6653822457044,51.1309304,1.0,473.08558558558553,542.3063063063063
4,2861,0.03848909899576371,0.13605711795089528,169,0.0001,20042.0,23106.32,1323.8432283821726,50.68544084,1.0,464.2454954954955,550.5157657657658
5,2861,0.03848909899576371,0.13605711795089528,169,0.0001,20496.0,22561.84,1254.2843803008418,50.75008392,1.0,477.02702702702703,535.186936936937
6,2861,0.03848909899576371,0.13605711795089528,169,0.0001,19460.0,22630.96,1517.0442885207185,51.340896,1.0,447.86036036036035,537.1328828828829
7,2861,0.03848909899576371,0.13605711795089528,169,0.0001,19956.0,22669.6,1519.7119244558598,48.51849572,1.0,461.8243243243243,538.2207207207207
8,2861,0.03848909899576371,0.13605711795089528,169,0.0001,20740.0,22617.52,1215.345805384898,49.45358396,1.0,483.8963963963964,536.7545045045044
9,2861,0.03848909899576371,0.13605711795089528,169,0.0001,21032.0,23326.64,1128.8843637267134,47.22456936,1.0,492.11711711711706,556.7184684684685
10,2861,0.03848909899576371,0.13605711795089528,169,0.0001,20548.0,22791.68,1386.0294224871275,48.82139888,1.0,478.490990990991,541.6576576576576
11,2861,0.03848909899576371,0.13605711795089528,169,0.0001,19876.0,22378.8,1259.3624048170832,51.90479084,1.0,459.57207207207205,530.0337837837839
12,2861,0.03848909899576371,0.13605711795089528,169,0.0001,20392.0,22593.84,1141.300854288649,51.58972584,1.0,474.0990990990991,536.0878378378378
13,2861,0.03848909899576371,0.13605711795089528,169,0.0001,20572.0,22515.6,968.314515020817,52.48753608,1.0,479.1666666666667,533.8851351351351
14,2861,0.03848909899576371,0.13605711795089528,169,0.0001,20348.0,22667.68,1127.5152149749465,50.87770468,1.0,472.86036036036035,538.1666666666666
15,2861,0.03848909899576371,0.13605711795089528,169,0.0001,19688.0,22753.84,1464.317351760426,48.90566424,1.0,454.27927927927925,540.5923423423422
16,2861,0.03848909899576371,0.13605711795089528,169,0.0001,20808.0,23105.52,1205.711308730245,47.82104904,1.0,485.8108108108108,550.4932432432432
17,2861,0.03848909899576371,0.13605711795089528,169,0.0001,21142.0,22900.8,1071.2993668127194,48.68244504,1.0,495.213963963964,544.7297297297297
18,2861,0.03848909899576371,0.13605711795089528,169,0.0001,19848.0,22657.6,1168.6378110147443,49.8123612,1.0,458.78378378378375,537.8828828828828
19,2861,0.03848909899576371,0.13605711795089528,169,0.0001,20856.0,22614.56,1270.0736881509408,231.7767796,1.0,487.1621621621622,536.6711711711712
20,2861,0.03848909899576371,0.13605711795089528,169,0.0001,20320.0,21916.32,992.7758525132112,51.5603862,1.0,472.07207207207205,517.0135135135135
21,2861,0.03848909899576371,0.13605711795089528,169,0.0001,20980.0,22395.36,824.1765021320776,49.60947244,1.0,490.6531531531532,530.5000000000001
22,2861,0.03848909899576371,0.13605711795089528,169,0.0001,20556.0,22820.0,1329.879443157662,48.1310288,1.0,478.71621621621625,542.4549549549549
23,2861,0.03848909899576371,0.13605711795089528,169,0.0001,20552.0,22725.28,1109.378636895447,49.31727748,1.0,478.6036036036036,539.7882882882882
24,2861,0.03848909899576371,0.13605711795089528,169,0.0001,20792.0,22972.24,966.7637284604066,48.76666652,1.0,485.36036036036035,546.740990990991
25,2861,0.03848909899576371,0.13605711795089528,169,0.0001,20140.0,22774.24,1286.7643296268357,48.87555152,1.0,467.0045045045045,541.1666666666667
