parameter_set_id,population_size,elite_size,crossover_segment,stop_iterations,stop_improvement,best_cost,average_cost,std_deviation,average_execution_time,success_rate,baseline_gap_best_percent,baseline_gap_average_percent
1,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14768.0,17458.72,2295.8612675856525,13.07678308,1.0,315.76576576576576,391.51801801801804
2,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14356.0,17375.6,2290.6678793167143,13.862927,1.0,304.16666666666663,389.1779279279279
3,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14156.0,17272.64,2505.912789118302,13.51304064,1.0,298.536036036036,386.27927927927925
4,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14344.0,16863.68,1773.2091134437585,14.30595888,1.0,303.8288288288288,374.76576576576576
5,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14664.0,16958.48,2109.4710458627615,15.52173068,1.0,312.83783783783787,377.43468468468467
6,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14136.0,16920.64,2302.433619745276,13.955804800000001,1.0,297.97297297297297,376.36936936936934
7,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14528.0,16883.2,1908.24963426347,13.42545872,1.0,309.009009009009,375.31531531531533
8,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14780.0,16729.6,1511.0252589991119,13.96601044,1.0,316.10360360360363,370.99099099099095
9,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14616.0,16086.48,1574.0939489115635,15.14463812,1.0,311.4864864864865,352.8851351351351
10,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14188.0,16558.32,2222.3416089041457,14.16061448,1.0,299.4369369369369,366.1689189189189
11,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14660.0,16723.84,1414.6932435455162,13.65961156,1.0,312.72522522522524,370.8288288288288
12,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14180.0,18061.12,2752.5599042830413,14.63264848,1.0,299.2117117117117,408.47747747747746
13,2861,0.03848909899576371,0.13605711795089528,169,0.0001,15012.0,16564.48,1414.1137719434034,14.38907348,1.0,322.63513513513516,366.3423423423423
14,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14368.0,17078.16,2160.362694857818,13.03935196,1.0,304.5045045045045,380.80405405405406
15,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14416.0,16526.48,1369.5043239556908,14.14418632,1.0,305.85585585585585,365.2725225225225
16,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14088.0,16534.24,1865.1929587400155,14.1469576,1.0,296.6216216216216,365.49099099099107
17,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14492.0,17398.72,2470.833724339486,13.20651452,1.0,307.9954954954955,389.8288288288289
18,2861,0.03848909899576371,0.13605711795089528,169,0.0001,13060.0,17447.92,2428.953236821711,13.06139664,1.0,267.6801801801802,391.2139639639639
19,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14520.0,16828.32,1998.5793854635847,13.69256424,1.0,308.78378378378375,373.77027027027026
20,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14560.0,16480.24,1442.3942272023507,14.55039612,1.0,309.9099099099099,363.9707207207208
21,2861,0.03848909899576371,0.13605711795089528,169,0.0001,13860.0,17120.0,2203.7129274628005,13.49268724,1.0,290.2027027027027,381.981981981982
22,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14860.0,17374.0,2102.391019767731,12.6801722,1.0,318.35585585585585,389.1328828828829
23,2861,0.03848909899576371,0.13605711795089528,169,0.0001,15008.0,16958.72,1845.3131513828937,13.278864800000001,1.0,322.52252252252254,377.4414414414415
24,2861,0.03848909899576371,0.13605711795089528,169,0.0001,14292.0,18220.24,2603.235379292468,12.35091744,1.0,302.36486486486484,412.95720720720726
25,2861,0.03848909899576371,0.13605711795089528,169,0.0001,13976.0,16909.12,1960.1578235778193,13.967149880000001,1.0,293.4684684684685,376.045045045045
